,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
567,Ladies viper fash 20 - yellow,SOVIET,Yellow,,Canvas Upper with Rubber Sole,226,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1791309/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ladies-viper-fash-20-lt-yellow/584544
568,L viper fash - brown,SOVIET,Brown,,Faux Leather upper with Rubber sole,239,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1791246/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-viper-pu-fash-taupe-cream/584546
569,Rider Play On - luminous purple & fluo pink,PUMA,Luminous Purple & Fluo Pink,Code 37114903,Textile Upper with Suede Overlays & Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1787306/original.jpg,women,"UK 11, UK 12, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/rider-play-on-37114903-luminous-purple-fluo-pink/537115
570,2750 Cotu classic canvas - red & white,SUPERGA,Red & White,Code S000010-C90,Canvas Upper with Rubber Sole,486,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1784871/original.jpg,women,"UK 3.5, UK 8, UK 9, UK 10, UK 10.5, UK 2.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 11, ",https://superbalist.com/women/shoes/sneakers/2750-cotu-classic-canvas-s000010-c90-red-white/548213
571,2750 Cotu classic canvas - yellow golden,SUPERGA,Yellow Golden,Code S000010-W8U,Canvas Upper with Rubber Sole,486,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1784830/original.jpg,women,"UK 9, UK 10, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 10.5, UK 11, ",https://superbalist.com/women/shoes/sneakers/2750-cotu-classic-canvas-s000010-w8u-yellow-golden/548741
572,Chuck Taylor All Star Lift Hi - white,Converse,White,Code 560846C,Canvas Upper with Rubber sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1780263/original.jpg,women,"UK 3, UK 8, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-lift-hi-white/229866
573,2555 Alpina tank sole - black,SUPERGA,Black,Code S00F4B0-996,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1779210/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, UK 6, ",https://superbalist.com/women/shoes/sneakers/2555-alpina-tank-sole-s00f4b0-996-full-black/548743
574,Instapump Fury OG - white / radiant red / humble blue,Reebok,"White, Radiant red & umble blue",Code EF3143,Textile Upper with Rubber Sole,1819,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1744966/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 3.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/instapump-fury-og-ef3143-white-radiant-red-humble-blue/529152
575,Superstar j - white,adidas Originals,White,Code EF5399,Leather Upper with Rubber Sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1753629/original.jpg,kids,"UK 3, UK 4, UK 5, UK 6, ",https://superbalist.com/kids/girls-8-16/shoes/superstar-j-sneaker-white/528398
576,Superstar 50 - ftwr white,adidas Originals,Ftwr White,Code EG4960,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1749765/original.jpg,men,"UK 3.5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, ",https://superbalist.com/men/shoes/sneakers/superstar-50-eg4960-ftwr-white-ftwr-white-ftwr-white/528288
577,Gel-kinsei og - white,ASICS,White,Code 1022a111-100,Textile Upper With Rubber sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1731862/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/gel-kinsei-og-1022a111-100-white/495391
578,Continental 80 strap Core black / hi-res yellow,adidas Originals,Core black/hi-res yellow/energy ink f17,Code ee8738,Leather Upper,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1726232/original.jpg,women,"UK 4, UK 5, UK 6, UK 3.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/continental-80-strap-ee8738-core-black-hi-res-yellow-energy-ink/497071
579,VLTG Leather ox Utility - green & field surplus,Converse,Utility Green & Field Surplus,Code 566131C,Canvas Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1715312/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/ctas-vltg-leather-ox-utility-green-field-surplus/502220
580,VLTG Leather - field surplus / black,Converse,Midfield Surplus/Black,Code 566166C,Suede Upper with Rubber Sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1713430/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",https://superbalist.com/women/shoes/sneakers/vltg-leather-suede-mid-field-surplus-black/502224
581,Sleek - shock pink / core black,adidas Originals,Shock Pink & Core Black,Code ee5292,Suede Upper with Rubber sole,629,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1713294/original.jpg,women,"UK 4, UK 5, UK 6, UK 3.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/sleek-ee5292-shock-pink-shock-pink-core-black/497055
582,125ml sneaker protector,Sneaker LAB,,,,104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2132334/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-sneaker-cleaner-125ml-sneaker-protector/554201
583,125ml sneaker cleaner,Sneaker LAB,,,,149,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2132332/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-sneaker-cleaner-125ml-sneaker-cleaner/554200
584,S-astico low lace - star white,Diesel,Star White,Code Y01933 - PR012 - T1015,Canvas Upper with Rubber sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1701180/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/s-astico-low-lace-w-sneakers-star-white/510102
585,S-astico low lace w - sneakers - black,Diesel,Black,Code Y01933 - PR012 - T8013,Canvas Upper with Rubber sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1701203/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/s-astico-low-lace-w-sneakers-black/510103
586,Chuck Taylor All Star madison true faves sneaker - black,Converse,Black,Code 563508C,Canvas Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1655286/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-madison-true-faves-black-white-black/494693
587,Chuck Taylor All Star madison true faves - white,Converse,White,Code 563509C,Canvas Upper with Rubber sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1646136/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/ctas-madison-true-faves-white/494694
588,2790a Cotw classic canvas full wedge - f43 navy / white,SUPERGA,F43 Navy / White,Code S0001L0-F43,Canvas Upper with Rubber Sole,699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1561002/original.jpg,women,"UK 8, UK 2.5, UK 3, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, ",https://superbalist.com/women/shoes/sneakers/2790a-cotw-classic-canvas-full-wedge-f43-navy-white/209685
589,Club C 85 - pale pink/white,Reebok,Pale Pink/White,Code CN7752,Leather Upper with Rubber Sole,769,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1559085/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 3, UK 8, ",https://superbalist.com/women/shoes/sneakers/club-c-85-pale-pink-white/516366
590,Chuck taylor all star shoreline - athletic navy,Converse,Athletic Navy,Code 537080C,Canvas Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1544160/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-shoreline-slip-537080c-athletic-navy/185727
591,"Sleek w - ftwr white, crystal white",adidas Originals,Ftwr White & Crystal White,Code DB3258,Leather Upper with Rubber Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1531611/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/sleek-w-db3258-ftwr-white-ftwr-white-crystal-white/204858
592,2555 Cotu canvas tank sole - 901 white,SUPERGA,901 WHITE,Code S00F4B0-901,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1508991/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, UK 2.5, UK 6, ",https://superbalist.com/women/shoes/sneakers/2555-cotu-canvas-tank-sole-901-white/209704
593,Rovulc hb mid wmn - white,G-Star RAW,White,Code D07670-8715-110,Denim Upper with Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1489712/original.jpg,women,"UK 5, UK 6, UK 3, UK 4, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/rovulc-hb-mid-wmn-d07670-8715-110-white/202493
594,Continental 80 - black/scarlet/collegiate navy,adidas Originals,Black/Scarlet/Collegiate Navy,Code G27707,Leather Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1466785/original.jpg,men,"UK 11, UK 12, UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/continental-80-g27707-black-scarlet-collegiate-navy/174618
595,Chuck 70 - hi - white/garnet/egret,Converse,White/Garnet/Egret,Code 162056C,Canvas Upper with Rubber sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1443488/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-162056c-canvas-white-garnet-egret/160715
596,Chuck 70 - ox canvas - white/garnet/egret,Converse,White/Garnet/Egret,Code 162065C,Canvas Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1443484/original.jpg,men,"UK 3, UK 6, UK 10, UK 11, UK 4, UK 5, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/chuck-70-ox-canvas-162065c-white-garnet-egret/160717
597,CTAS shoreline slip - black,Converse,Black,Code 537081C,Canvas Upper with Rubber Sole,486,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/spree/product/s/p/spree2018august31picslgas0259.jpg,women,"UK 3, UK 4, UK 8, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/ctas-shoreline-slip-537081c-black/185728
598,Princess - White,Reebok,White,Code CN2212,Leather,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2121649/original.jpg,women,"UK 5, UK 6, UK 7, UK 8, UK 3, UK 4, ",https://superbalist.com/women/shoes/sneakers/princess-cn2212-white/409147
599,Premium Kit,Sneaker LAB,,,,249,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2132351/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-premium-kit-pk-4-pack-sc-sp-op-brush/196284
600,Leather Care,Sneaker LAB,,,,89,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/712209/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-leather-care-lc-single/196281
601,Odor Protector,Sneaker LAB,,,,89,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1926177/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-odor-protector-op-single/196280
602,Old Skool Platform - black,Vans,Black,Code VA3B3UBKA,Suede & Canvas Upper with Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/695832/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/vans-old-skool-platform-black/153076
603,Chuck Taylor All Star '70 Hi,Converse,Parchment,Code 162053C,Canvas Upper with Rubber Sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/678681/original.jpg,men,"UK 3, UK 4, UK 7, UK 8, UK 10, UK 5, UK 6, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-70-hi-162053c-parchment/143601
604,Chuck Taylor All Star '70 Ox Low,Converse,Parchment,Code 162062C,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/678701/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-70-ox-low-162062c-parchment/143600
605,Chuck Taylor All Star '70 Ox Low,Converse,Black,Code 162058C,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/678694/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 10, UK 11, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-70-ox-low-162058c-black/143602
606,2730 Cotu Canvas,SUPERGA,White,Code S00C3N0,Canvas Upper With Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/647061/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2730-cotu-canvas-mid-wedge-white/139635
607,Authentic,Vans,,,,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/636310/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/vans-authentic-platform-black-white/154312
608,Slip-on platform,Vans,Black & White,,Canvas Upper with Waffle Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/630383/original.jpg,women,"UK 6, UK 7, UK 8, UK 3, UK 4, UK 5, ",https://superbalist.com/women/shoes/sneakers/vans-slip-on-platform-checker-black-white/154314
609,Mexico 66,Onitsuka Tiger,,,,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/621475/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, UK 11, ",https://superbalist.com/men/shoes/sneakers/onitsuka-tiger-mexico-66-d4j2l-9090-black/131182
610,Rovulc HB low,G-Star RAW,White,,Canvas Upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/574045/original.jpg,women,"UK 8, UK 2.5, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/rovulc-hb-low-white/126509
611,Club C,Reebok,,,,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/565154/original.jpg,women,"UK 7, UK 3, UK 4, UK 5, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/reebok-club-c-85-bs7685-white-light-grey/131393
612,Vans Era,Vans,,,,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/564851/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/vans-era-navy-white/129086
613,Crep Protect Cure Refill,Crep,,,,199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/564533/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/crep-protect-cure-refill/127576
614,Club C - white/light grey/gum,Reebok,white/light grey/gum,Code BS7686,Leather Upper with Runner Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/554874/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/reebok-club-c-85-bs7686-white-light-grey-gum/131394
615,Gel-Lyte III - black,ASICS,,,,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/547983/original.jpg,women,"UK 8, UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 9, UK 11, UK12, ",https://superbalist.com/women/shoes/sneakers/asics-tiger-gel-lyte-iii-hl701-9090-black/126558
616,Old Skool platform,Vans,Black,,Canvas Upper with Waffle Sole,711,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/531500/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, UK 9, ",https://superbalist.com/women/shoes/sneakers/vans-old-skool-platform-black-white/125664
617,Classic Leather Foundation - Black/Gum,Reebok,Black/Gum,Code 49804,Leather Upper with Gum Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/521407/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/reebok-classic-leather-foundation-49804-black-gum/108195
618,Vans Classic Slip-On,Vans,,,,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/520238/original.jpg,women,"UK 3, UK 7, UK 8, UK 9, UK 4, UK 5, UK 6, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/women/shoes/sneakers/vans-classic-slip-on-black-black/115481
619,Classic Slip On,Vans,White / White,Code VN000EYEW00,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/516830/original.jpg,women,"UK 3, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 4, UK 5, UK 12, ",https://superbalist.com/women/shoes/sneakers/vans-classic-slip-on-white-white/115482
620,Chuck Taylor All Star,Converse,,,,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/497662/original.jpg,men,"UK 3, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/converse-ctas-hi-core-canvas-black/119953
621,Chuck Taylor All Star,Converse,,,,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/497647/original.jpg,men,"UK 3, UK 8, UK 10, UK 11, UK 4, UK 5, UK 6, UK 7, UK 9, ",https://superbalist.com/men/shoes/sneakers/converse-ctas-hi-core-canvas-red/119961
622,Chuck Taylor All Star,Converse,,,,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/497623/original.jpg,men,"UK 12, UK 3, UK 10, UK 11, UK 4, UK 5, UK 6, UK 7, UK 8, UK 8.5, UK 9, ",https://superbalist.com/men/shoes/sneakers/converse-ctas-ox-core-canvas-red/119960
623,Chuck Taylor All Star,Converse,,,,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/497652/original.jpg,men,"UK 12, UK 3, UK 4, UK 5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3.5, UK 5.5, UK 6, ",https://superbalist.com/men/shoes/sneakers/converse-ctas-hi-core-canvas-navy/119959
