,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
335,2790 letter tape - white grey ash,SUPERGA,White grey ash,Code s41161w-ao0,Canvas Upper with Rubber Sole,1119,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2113748/original.jpg,women,"UK 6.5, UK 7, UK 8, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, ",https://superbalist.com/women/shoes/sneakers/2790-letter-tape-s41161w-ao0-white-grey-ash/702926
336,Zig kinetica II - ceramic pink/baked earth /neon mint,Reebok,ceramic pink/baked earth /neon mint,,Synthetic Upper/Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112717/original.jpg,women,"UK 3, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 4, ",https://superbalist.com/women/shoes/trainers/zig-kinetica-ii-fx9403-ceramic-pink-baked-earth-neon-mint/637091
337,2555 cotu - brown military,SUPERGA,Brown Military,Code S00F4B0-640,Canvas Upper with Rubber Sole,769,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108243/original.jpg,women,"UK 6.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2555-cotu-s00f4b0-640-brown-military/702911
338,2790 letter tape - black grey ash,SUPERGA,Black Grey Ash,Code S41161W-A0V,Canvas Upper with Rubber Sole,1119,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108254/original.jpg,women,"UK 3.5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 2.5, UK 4, UK 5, ",https://superbalist.com/women/shoes/sneakers/2790-letter-tape-s41161w-a0v-black-grey-ash/702927
339,2750 cotu - green laurel,SUPERGA,Green Laurel,Code S000010-WAY,Canvas Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108218/original.jpg,women,"UK 3.5, UK 5.5, UK 6.5, UK 2.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2750-cotu-s000010-way-green-laurel/702904
340,2750 fantasy - classic leopard,SUPERGA,Classic Leopard,Code S001W00-A4H,Canvas Upper with Rubber Sole,699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108207/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2750-fantasy-s001w00-a4h-classic-leopard/702924
341,2750 fantasy - beige camo,SUPERGA,Beige Camo,Code S001W00-A3H,Canvas Upper with Rubber Sole,699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108186/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2750-fantasy-s001w00-a3h-beige-camo/702923
342,Wmns nike dbreak - sail/particle beige-white,Nike,sail/particle beige-white,,"Synthetic,Leather Upper/Rubber Sole",1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2051467/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/wmns-nike-dbreak-dh4262-100-sail-particle-beige-white/624609
343,Nylite - field green,Tretorn,Field Green,Code NYLITE-062,Canvas Upper with Rubber sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107437/original.jpg,women,"UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nylite-field-green/687290
344,Nylite - stone blue & white,Tretorn,Stone Blue & White,Code NYLITE-089,Canvas Upper with Rubber sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107447/original.jpg,women,"UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nylite-stone-blue-white/687291
345,Nylite - white / white,Tretorn,White,Code NYLITE-003,Canvas Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107385/original.jpg,women,"UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, UK 3.5, ",https://superbalist.com/women/shoes/sneakers/nylite-white-white/687286
346,Nylite - white / navy,Tretorn,White & Navy,Code NYLITE-031,Canvas Upper with Rubber sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107424/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nylite-white-navy/687288
347,Nylite artis - fog,Tretorn,Fog,Code NYLITE ARTIS-027,Leather Upper with Rubber sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091831/original.jpg,men,"UK 6, UK 6.5, UK 8, UK 9, UK 9.5, UK 3.5, UK 4, UK 5, UK 7.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/nylite-artis-fog/687298
348,Nylite -white / green,Tretorn,White & Green,Code NYLITE-029,Canvas Upper with Rubber sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107415/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nylite-white-green/687287
349,Nylite - alder-white,Tretorn,White,Code NYLITE-008,Canvas Upper with Rubber sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107397/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nylite-alder-white/687289
350,Nylite ocean net - chalk - stone,Tretorn,Chalk Stone,Code NYLITE OCEAN NET-043,Cotton Upper with Rubber sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091900/original.jpg,men,"UK 3.5, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, UK 4, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/nylite-ocean-net-chalk-stone/687293
351,Chuck taylor all star move hi - anodized metals,Converse,pink foam/digital blue/white anodized metals,,Textile Upper/Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2075039/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-move-hi-pink-foam-digital-blue-white-anodized-metals/662581
352,Kyron dd wn’s - puma black-elektro purple-nrgy yellow,PUMA,Puma black-elektro purple - energy yellow,,Synthetic Upper/Rubber Sole,1494,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071873/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/kyron-dd-wn-s-375625-01-puma-black-elektro-purple-nrgy-yellow/689516
353,Feiyue 1920 mid classic - white,Feiyue,White,,Canvas Upper with Rubber sole,489,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105574/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 3, UK 10, ",https://superbalist.com/men/shoes/sneakers/feiyue-1920-mid-classic-white/705739
354,Chuck taylor all star move ox - canvas color,Converse,White / White / White canvas color,,,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2075002/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-move-ox-white-white-white-canvas-color/662575
355,Nylite ocean net - black,Tretorn,Black,Code NYLITE OCEAN NET-011,Cotton Upper with Rubber sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108792/original.jpg,men,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 8, UK 9, UK 9.5, UK 11, UK 7.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/nylite-ocean-net-black-black/687292
356,Nylite ocean net - chalk - gold,Tretorn,Chalk Gold,Code NYLITE OCEAN NET-048,Cotton Upper with Rubber sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091939/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nylite-ocean-net-chalk-gold/687294
357,Feiyue fe lo 1920 classic - ivory,Feiyue,White,,Canvas Upper with Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105762/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/feiyue-fe-lo-1920-classic-ivory/705738
358,Feiyue 1920 mid classic - black,Feiyue,Black,,Canvas Upper with Rubber sole,489,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105752/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 3, UK 10, ",https://superbalist.com/men/shoes/sneakers/feiyue-1920-mid-classic-black/705740
359,Mexico 66 - white/independence blue,Onitsuka Tiger,White & Independence Blue,Code 1182A078-104,Leather Upper with Suede Overlays & Rubber Sole,944,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105880/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/mexico-66-white-independence-blue/674654
360,Tarther blast - white/white,ASICS,White/White,Code 1202A042-101,TARTHER OG Synthetic fiber Upper with Rubber Sole,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095424/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/tarther-blast-white-white/673275
361,2730 cotu  - grey ash,SUPERGA,Grey,Code s00c3n0-o4y,Canvas Upper with Rubber Sole,699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2103081/original.jpg,women,"UK 6, UK 6.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2730-cotu-s00c3n0-o4y-grey-ash/690532
362,Cadet - mink grey,G-Star RAW,Mink Grey,,,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2204497/original.jpg,women,"UK 4, UK 3, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cadet-d19589-a940-1630-mink-grey/690594
363,Chuck taylor all star move ox - canvas color,Converse,Black / White / White canvas color,,Canvas Upper/Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074979/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-move-ox-black-white-white-canvas-color/662570
364,NMD_R1 - white/power berry,adidas Originals,Ftwr white/ftwr white/power berry,Code H67415,,1874,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101352/original.jpg,women,"UK 3.5, UK 4, UK 7, UK 8, UK 5, UK 6, ",https://superbalist.com/women/shoes/sneakers/nmd-r1-h67415-ftwr-white-ftwr-white-power-berry/636246
365,Supercourt style - chalk white/ftwr white/grey one,adidas Originals,Chalk white/ftwr white/grey one,Code s42815,Leather Upper with Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101411/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/supercourt-style-s42815-chalk-white-ftwr-white-grey-one/636252
366,Cruise rider 66 wn's -,PUMA Select,gray violet-puma white,,Textile Upper/Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071806/original.jpg,women,"UK 7, UK 8, UK 3, UK 4, UK 5, UK 6, ",https://superbalist.com/women/shoes/sneakers/cruise-rider-66-wn-s-375074-01-gray-violet-puma-white/689585
367,Daybreak - black / summit white,Nike,Black/Off-Noir/Gum Medium Brown/Summit White,Code CK2351-001,Nylon Upper with Suede overlays & Rubber Sole,1599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101154/original.jpg,women,"UK 4, UK 6, UK 3, UK 5, UK 7, ",https://superbalist.com/women/shoes/sneakers/nike-daybreak-ck2351-001-black-summit-white/703933
368,Stan Smith w - ftwr white/scarlet/acid yellow,adidas Originals,Ftwr white/scarlet/acid yellow,Code FX5831,Faux Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101285/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/stan-smith-fx5831-ftwr-white-scarlet-acid-yellow/636165
369,Mexico 66 slip-on - white/birch,Onitsuka Tiger,White/birch,Code 1183A621-100,Leather Upper with Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095362/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/mexico-66-slip-on-white-birch/674652
370,Womens gsm - white/pure gold,Onitsuka Tiger,White/pure gold,Code 1182A538-101,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095353/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/womens-gsm-white-pure-gold/674653
371,Classic Slip-On platform - black,Vans,Black,Code VN00018EBLK1,Canvas Upper with Waffle Sole,636,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090939/original.jpg,women,"UK 6, UK 7, UK 3, UK 4, UK 5, UK 8, ",https://superbalist.com/women/shoes/sneakers/classic-slip-on-platform-black/669566
372,Ua sk8-hi - (leopard) black/true white,Vans,Black/true white,Code VN0A4U3C3I61,Canvas Upper with Suede Overlays & Waffle Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091201/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-sk8-hi-leopard-print-black-true-white/669572
373,Superstar bold w - scarlet/core black/ftwr white,adidas Originals,Scarlet/core black/ftwr white,Code fz1836,Leather Upper with Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2098413/original.jpg,women,"UK 3.5, UK 4, UK 6, UK 7, UK 8, UK 5, ",https://superbalist.com/women/shoes/sneakers/superstar-bold-w-fz1836-scarlet-core-black-ftwr-white/636227
374,Authentic platform 2.0 - true white,Vans,True white,Code VN0A3AV8W001,Canvas Upper with Waffle Sole,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091200/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/authentic-platform-2-0-true-white/669563
375,Era stacked - (checkerboard) multi/true white,Vans,Multi/true white,Code VN0A4BTOVLV1,Canvas Upper with Gum Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091125/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/era-stacked-checkerboard-multi-true-white/669570
376,Old Skool - (leather) blushing bride/true white,Vans,Blushing bride/true white,Code VN0A3WKT4Q41,Leather Upper with Waffle Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091151/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/old-skool-leather-blushing-bride-true-white/669559
377,Authentic - (checkerboard) golden nugget/true white,Vans,Golden nugget/true white,Code VN0A348A3XV1,Canvas Upper with Waffle Sole,561,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090891/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/authentic-checkerboard-golden-nugget-true-white/669560
378,Authentic - (valentines hearts) true white/fuchsia purple,Vans,True white/fuchsia purple,Code VN0A348A40Q1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090914/original.jpg,women,"UK 3, UK 5, UK 6, UK 4, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/authentic-valentines-hearts-true-white-fuchsia-purple/669562
379,Era - (leopard) black/true white,Vans,Black/true white,Code VN0A4U393I61,Canvas Upper with Waffle Sole,799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091218/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/era-leopard-black-true-white/669569
380,Japan s - white/white,ASICS,White/White,Code 1191A163-100,,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2080332/original.jpg,women,"UK 12, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/women/shoes/sneakers/japan-s-white/673249
381,Superstar bold - ftwr white/off white/green,adidas Originals,Ftwr white/off white/green,Code FY5481,Vegan Upper with Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095085/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/superstar-bold-fy5481-ftwr-white-off-white-green/636202
382,Adidas sleek w - ftwr white/scarlet/core black,adidas Originals,Ftwr white/scarlet/core black,Code FZ1829,Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095293/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/adidas-sleek-w-fz1829-ftwr-white-scarlet-core-black/636226
383,Cali sport metallic wn's - puma black-puma black-puma team gold,PUMA,puma black-puma black-puma team gold,,Leather Upper/Rubber Sole,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071788/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cali-sport-metallic-wn-s-375050-02-puma-black-puma-black-puma-team-gold/689508
384,Cali galentines wn’s - puma white-puma black,PUMA,Puma White - Puma Black,,Leather Upper/Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071754/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/cali-galentines-wn-s-374950-02-puma-white-puma-black/689506
385,Hedra fantasy wn's -  fashion rebels,PUMA Select,Puma white - Whisper white - Peacoat,,"Textile, Synthetic Upper/Rubber Sole",1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071621/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",https://superbalist.com/women/shoes/sneakers/hedra-fantasy-wn-s-374866-01-puma-white-whisper-white-peacoat/689590
386,NMD_R1 - core black/ftwr white/hazy rose,adidas Originals,Core black/ftwr white/hazy rose,Code FY3771,Knit Upper with Rubber Sole,2024,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095067/original.jpg,women,"UK 7, UK 3.5, UK 4, UK 5, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/nmd-r1-fy3771-core-black-ftwr-white-hazy-rose/636197
387,Superstar w - ftwr white/gold met./ftwr white,adidas Originals,Ftwr white/gold met./ftwr white,Code G55658,Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095329/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 3.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/superstar-w-g55658-ftwr-white-gold-met-ftwr-white/636242
388,Supercourt w - hazy rose/ftwr white/rich mauve,adidas Originals,Hazy rose/ftwr white/rich mauve,Code FX5757,Leather Upper with Rubber Sole,1104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095029/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/supercourt-w-fx5757-hazy-rose-ftwr-white-rich-mauve/636163
389,2953 swallow tail - cheetah/zebra,SUPERGA,Cheetah/Zebra,Code S51121W-A0T,"Leather, Suede & Canvas Upper with Rubber Sole",1899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2094126/original.jpg,women,"UK 3, UK 3.5, UK 5, UK 5.5, UK 4, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2953-swallow-tail-s51121w-a0t-cheetah-zebra/702941
390,2790 Multistripe platform - white & red,SUPERGA,White & Red,Code S31146W-A9M,Canvas Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2094213/original.jpg,women,"UK 3, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2790-multistripe-platform-s31146w-a9m-white-red/702940
391,Air Max 2090 - champagne/black-sunset pulse-cyber,Nike,Champagne/Black-Sunset Pulse-Cyber,Code CV8727-600,Synthetic Upper with Rubber Sole,1624,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2092697/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/air-max-2090-champagne-black-sunset-pulse-cyber/624595
392,2750 cotu - blue fish,SUPERGA,Blue Fish,Code S000010-A8F,Canvas Upper with Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2094093/original.jpg,women,"UK 3, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2750-cotu-s000010-a8f-blue-fish/702938
393,2790 3D letters - black,SUPERGA,Black,Code S71183W-999,Canvas Upper with Rubber Sole,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2094160/original.jpg,women,"UK 6, UK 6.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2790-3d-letters-s71183w-999-black/690561
394,2790 Multistripe platform - white & black,SUPERGA,White & Black,Code S31146W-A0Z,Canvas Upper with Rubber Sole,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2094236/original.jpg,women,"UK 3, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2790-multistripe-platform-s31146w-a0z-white-black/702939
395,L viper pu fash 20 - white & coral,SOVIET,White & Coral,,Faux Leather,369,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2092972/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-viper-pu-fash-20-white-coral/701397
396,L andrea - nude & black,SOVIET,Nude & Black,,Synthetic Upper,314,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2093067/original.jpg,women,"UK 4, UK 5, UK 7, UK 3, UK 6, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-andrea-nude-black/701381
397,2843 club s - beige leopard,SUPERGA,Beige Leopard,Code S41172W-A31,Faux Hair Upper with Rubber Sole,1899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2092674/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/2843-club-s-s41172w-a31-beige-leopard/702942
398,Puma skye untamed - puma black,PUMA,Puma Black,,"Leather, Synthetic Upper/Rubber Sole",899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071075/original.jpg,women,"UK 3, UK 6, UK 7, UK 8, UK 4, UK 5, ",https://superbalist.com/women/shoes/sneakers/puma-skye-untamed-368882-01-puma-black/689492
399,Eris fantasy -  fashion rebels,PUMA Select,puma white-whisper white,,Leather Upper/Rubber Sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108837/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/eris-fantasy-374868-01-puma-white-whisper-white/689588
400,Cadet pro - flint,G-Star RAW,Flint,,Lether Upper/Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090228/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",https://superbalist.com/women/shoes/sneakers/cadet-pro-d19633-8708-1308-flint/690595
401,Puma skye untamed - white-white,PUMA,Puma White,,"Leather, Synthetic Upper/Rubber Sole",899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071083/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 4, UK 8, ",https://superbalist.com/women/shoes/sneakers/puma-skye-untamed-368882-02-puma-white-puma-white/689493
402,Eris fantasy - shifting sand-whisper white,PUMA Select,Shifting sand - Whisper white,,Leather Upper/Rubber Sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108844/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/eris-fantasy-wn-s-374868-02-shifting-sand-whisper-white/689589
403,Kyron fantasy -  fashion rebels,PUMA Select,Puma White - Fizzy Yellow - Puma Black,,Textile Upper/Rubber Sole,1234,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071798/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/kyron-fantasy-wn-s-375056-01-puma-white-fizzy-yellow-puma-black/689591
404,Cadet pro - liquid pink,G-Star RAW,Liquid Pink,,Leather Upper/Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090238/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cadet-pro-liquid-pink/690596
405,Superstar w - ftwr white/copper met./core black,adidas Originals,ftwr white/copper met./core black,,"Leather Upper,Rubber Sole",1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2066920/original.jpg,women,"UK 3, UK 3.5, UK 4, UK 5, UK 4.5, UK 6, UK 7, UK 5.5, UK 8, UK 6.5, UK 7.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/superstar-w-fx7484-ftwr-white-copper-met-core-black/567537
406,Bella Valentine's - puma white-puma white,PUMA,puma white-puma white,,"Synthetic, Leather Upper/Rubber Sole",749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071005/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/bella-valentine-s-368868-01-puma-white-puma-white/689498
