,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricarion,FabricationMaterial,Fabriction,Volume,Fabircation,Suitable,Includes,Sneaker,Footwear,Base,Ingredients,Formal,Toe,Sport,Size,Qty,Care
187,Chuck taylor all star renew knit hi - renew knit,Converse,Ash stone/String/White,Code 170870C,Knit Upper with Rubber Sole,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2179012/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
188,Skid grip 80's archive print ox - archive print,Converse,white/court green/black - archive print,Code 170724,Canvas Upper with Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2177591/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
189,Converse renew recycled knit hi - renew knit,Converse,Egret/String/Barely volt,Code 170864C,Knit Upper with Rubber Sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2177737/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
190,Chuck taylor all star high street canvas mid - dramatic nights,Converse,White/Black/Nightfall violet,Code 170956C,Canvas Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178117/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
191,Chuck taylor all star ultra lightweight mid - dramatic nights - pwf,Converse,Gravel/Black/Nightfall violet,Code 170952,Mesh Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178020/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
192,Chuck taylor all star ultra lightweight ox - summer daze - pwf,Converse,Field surplus/Light field surplus/Black,Code 170932C,Mesh Upper with Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2177954/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
193,Air Max 2090 - white/turf orange-black-aquamarine,Nike,White/Turf orange/Black-aquamarine,Code CZ1708-100,Mesh Upper/Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2159279/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
194,Instapump fury og - true grey 7/true grey 8/alert yellow,Reebok,True grey 7/True grey 8/Alert yellow,,"Textile, Synthetic Upper/Rubber Sole",R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2050115/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
195,Rackam core mid - zelt,G-Star RAW,Zelt,,Suede & Textile Upper with Rubber Sole,R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176040/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
196,Suede teams - puma royal-vibrant orange,PUMA,Puma royal-Vibrant orange,Code 380168-01,Suede Upper/Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176318/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
197,Puma shuffle perf - puma white-puma black-puma team gold,PUMA,Puma white-Puma black-Puma team gold,Code 380150-01,Leather Upper/Rubber Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176291/original.jpg,men,"UK 9, UK 6, UK 7, UK 8, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
198,Suede classic xxi - gray violet-puma white,PUMA,Gray violet-Puma white,Code 374915_03,Suede Upper/Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176062/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, UK 11, ",,,,,,,,,,,,,,,,,
199,Rs-x cnv - puma white-eggnog-shifting sand,PUMA,Puma white-Eggnog-Shifting sand,Code 380574-01,Textile/Suede Upper/Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176357/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
200,Rs-x³ hard drive - puma black-poppy red,PUMA,Puma black-Poppy red,Code 374991-01,Mesh/Synthetic Upper/Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176105/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
201,5740 - carnival (695),New Balance,Carnival,Code M5740GA,Suede/Mesh Upper/Rubber Sole,R2199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176649/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
202,5740 - pigment (481),New Balance,Pigment,Code M5740GD,Suede/Textile Upper/Rubber Sole,R2199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176692/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
203,Cadet ii - black/black,G-Star RAW,Black,,Textile Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2175981/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, ",,,,,,,,,,,,,,,,,
204,X-ray 2 square - puma black-puma white-star sapphire-soft fluo yellow,PUMA,Puma black - White - star sapphire - Soft fluo yellow,Code 373108_13,Mesh/Suede Upper/Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2175910/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
205,Rs 2.0 futura - puma black-poppy red-quarry,PUMA,Puma black-Poppy red-Quarry,Code 374011-13,Suede/Leather Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2175938/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
206,S-kb sle sneakers - iron gate,Diesel,Iron Gate,Code y02404-p2857-h7893,Textile Upper with Rubber sole,R1819,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066282/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
207,Calow ii - iron,G-Star RAW,Iron,,Synthetic Upper with Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176002/original.jpg,men,"UK 8, UK 12, UK 6, UK 7, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
208,Mirage tech - gray violet-puma white,PUMA,Grey violet - Puma white,,Mesh Upper/Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2072022/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
209,Style rider cnv - gray violet-brush,PUMA,Gray violet-brush,Code 375621-01,Textile/Synthetic Upper/Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176222/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
210,720 - reflection (073),New Balance,Reflection,Code Ul720,Suede/Mesh Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176721/original.jpg,men,"UK 7, UK 8, UK 6, UK 9, UK 10, UK 10.5, ",,,,,,,,,,,,,,,,,
211,Delpala - crew navy/ftwr white/hi-res yellow,adidas Originals,Crew navy/ftwr white/hi-res yellow,Code FY7494,Canvas Upper/Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2174385/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
212,Mirage og eb -  earthbreak mmq,PUMA Select,Eggnog - Puma white,,"Suede, Textile Upper/Rubber Sole",R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071846/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
213,S-mydori mc sneakers - white,Diesel,White,Code y02540-p3861-t1015,Cow Leather Upper,R3359,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2069868/original.jpg,men,"UK 9, UK 10, UK 6, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
214,Chuck 70 '80s archive print hi - archive print - skate inspired,Converse,Egret/court green/converse black,,,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171777/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
215,Chuck taylor all star ultra lightweight ox - chuck taylor all star ultra,Converse,String/pale putty/red bark,,,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171782/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
216,327 - moonbeam (121),New Balance,Moonbeam,,Mesh Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171151/original.jpg,men,"UK 11, UK 11.5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
217,574d rugged - white (100),New Balance,White/Multi,,Mesh Upper/Rubber Sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171055/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
218,574d rugged - black/blue (945),New Balance,Black/Blue,,Suede Upper/Rubber Sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170992/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
219,Converse renew chuck taylor all star crater knit hi - renew knit,Converse,Black/mason/white,,Knit Upper with Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171748/original.jpg,men,"UK 9, UK 11, UK 6, UK 7, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
220,Converse g4 court daze hi - court daze,Converse,Black/bright poppy/harbor teal,,Textile & Nylon Upper with Rubber Sole,R2799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171728/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
221,327 - ghost pepper (690),New Balance,Ghost pepper,,Mesh/Suede Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171200/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11.5, ",,,,,,,,,,,,,,,,,
222,Chuck 70 seasonal color recycled canvas hi - seasonal color vintage canvas,Converse,Terracotta pink/egret/egret,,Canvas Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2171734/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
223,Blog erik - white,Replay,White,Code RZ520025L-WHITE,Leather Upper with Rubber Sole,R2484,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169390/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
224,Blog erik - burgundy,Replay,Burgundy,Code RZ520025L-BURGUNDY,Leather Upper with Rubber Sole,R2484,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169431/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
225,Room blackwell - black,Replay,Black,Code RV760023S-BLACK BLACK,Leather Upper with Rubber Sole,R2309,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169734/original.jpg,men,"UK 8, UK 9, UK 10, UK 6, UK 7, UK 11, ",,,,,,,,,,,,,,,,,
226,Chuck taylor all star high street wordmark print mid - wordmark,Converse,gravel/university red/white,Code 170819C,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170159/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
227,Chuck 70 '80s archive print ox - archive print - skate inspired,Converse,Dolphin/hyper pink/black,Code 170924C,Canvas Upper/Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170450/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
228,Chuck 70 '80s archive print ox - archive print - skate inspired,Converse,hyper pink/digital blue/black,Code 170925C,Canvas Upper/Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170483/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
229,Chuck taylor all star street canvas mid - summer daze,Converse,mouse/ash stone/white,,Canvas Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170489/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
230,Converse renew chuck 70 recycled knit ox - renew knit,Converse,light field surplus/string/barely volt,Code 170866C,Knit Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170378/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
231,Chuck 70 popped cork ox - summer daze,Converse,Egret/gum/egret,Code 170855C,Canvas Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170341/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
232,Converse renew chuck taylor all star crater knit hi - renew knit,Converse,light field surplus/string/barely volt,Code 170869C,Knit Upper/Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170411/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 7, UK 11, ",,,,,,,,,,,,,,,,,
233,Ua old skool - (retro cali) marsala/spectrum blue,Vans,marsala/spectrum blue,Code VN0A3WKT40J,Textile Upper/Rubber Sole,R711,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170535/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
234,Chuck taylor all star high street wordmark print mid - wordmark,Converse,black/bold wasabi/white,Code 170818C,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170119/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
235,Chuck taylor all star high street canvas mid - summer daze mws,Converse,Natural ivory/sesame/white,,Canvas Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170499/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
236,Chuck 70 archive paint splatter print hi - archive print - paint splatter,Converse,egret/digital blue/egret,Code 170802C,Canvas Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169854/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
237,Chuck 70 archive paint splatter print ox - archive print - paint splatter,Converse,sunflower gold/egret/aegean storm,Code 170804C,Canvas Upper/Rubber Sole,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169940/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
238,Chuck 70 seasonal color recycled canvas ox - seasonal color vintage canvas,Converse,banana cake/egret/egret,Code 170793C,Canvas Upper/Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169804/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
239,Converse cons chuck taylor all star pro white widow hi - roll up,Converse,black/university red/white,Code 170938,Canvas Upper/Rubber sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170507/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
240,Chuck taylor all star crater recycled canvas hi - summer daze,Converse,Summer daze,Code 170827C,Recycled Polyester Canvas Upper with Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170218/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
241,Ua old skool - (retro cali) raven/spectrum blue,Vans,raven/spectrum blue,Code VN0A3WKT40K,Textile Upper/Rubber Sole,R711,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170548/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
242,Ua era 59 - (c&l) saffron/true white,Vans,Saffron/true white,Code VN0A34584GB,Canvas Upper/Rubber Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170603/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
243,Ua era 59 - (c&l) true white/dress blues,Vans,True white/dress blues,Code VN0A34584CM,Canvas Upper/Rubber Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170595/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
244,Adrien gates - ch grey navy,Replay,ch grey navy,Code RS1D0011T-CH GREY NAVY,Syhthetic Upper with Suede Overlays & Rubber Sole,R2549,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169683/original.jpg,men,"UK 9, UK 6, UK 7, UK 8, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
245,Astro system - black,Replay,Olive,Code RZ1R0006T-BLACK,Synthetic Upper with Rubber Sole,R2309,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2179017/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
246,Spot cap bear - white,Replay,White,Code RZ2L0003L-WHITE,Leather Upper with Rubber Sole,R2624,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169546/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
247,Spot cap bear - mil green,Replay,Mil Green,Code RZ2L0003L-MIL GREEN,Leather Upper with Rubber Sole,R2624,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169565/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
248,Pinch basic - white,Replay,White,Code RZ2V002L-WHITE,Leather Upper with Rubber Sole,R2239,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169485/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
249,Room meadown - black camo,Replay,Black Camo,Code RV760022S-BLACK CAMO,Synthetic Upper wit Rubber Sole,R2309,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169755/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
250,Pinch basic - black,Replay,Black,Code RZ2V002L-BLACK,Leather Upper with Rubber Sole,R2239,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169515/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
251,Chuck 70 cork hi - summer daze,Converse,Black/egret/red bark,Code 170854C,Canvas Upper/Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170271/original.jpg,men,"UK 8, UK 9, UK 10, UK 6, UK 7, UK 11, ",,,,,,,,,,,,,,,,,
252,Skid grip 80's archive print ox - archive print,Converse,black/court green/white - archive print,,Canvas Upper/Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2169656/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
253,Chuck taylor all star crater recycled canvas hi - summer daze,Converse,harbor teal/black/white - summer daze,Code 170826C,Canvas Upper/Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2170169/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
254,S-mydori mc sneakers - white,Diesel,White,Code y02540-pr030-t1003,Cow Leather Upper,R2799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2069799/original.jpg,men,"UK 7, UK 9, UK 11, UK 6, UK 8, UK 10, ",,,,,,,,,,,,,,,,,
255,S-astico low cut sneakers - white,Diesel,White,Code y02367-p1992-t1015,Canvas Upper with Rubber sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066150/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
256,S-serendipity low cut sneakers - black / cyber yellow,Diesel,Black/Cyber yellow,Code y02547-p3810-h8402,Textile & Suede Overlays with Rubber Sole,R2029,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2068426/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
257,Puma dc past leisure - forest night-forest night,PUMA,Forest night-forest night,Code 374741 05,Leather & Textile Upper,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2168438/original.jpg,men,"UK 6, UK 9, UK 10, UK 11, UK 7, UK 8, UK 12, ",,,,,,,,,,,,,,,,,
258,S-kb low run sneakers - black,Diesel,Black,Code y02359-p3836-t8013,Textile Upper with Rubber Sole,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066091/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
259,S-kb sle sneakers - wind chime,Diesel,Wind chime,Code y02404-p2857-h8427,Textile Upper with Rubber sole,R1819,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066330/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
260,S-astico low cut sneakers - black,Diesel,Black,Code y02367-p1992-h0144,Canvas Upper with Rubber sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066136/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
261,S-astico mid cut sneakers - white,Diesel,White,Code y02370-p1992-t1015,Canvas Upper with Rubber Sole,R1539,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066186/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
262,S-astico mid cut sneakers - kangaroo,Diesel,Kangaroo,Code y02370-p1992-t2169,Canvas Upper with Rubber Sole,R1539,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066204/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
263,S-astico mid cut sneakers - castlerock,Diesel,Castlerock,Code y02370-p1992-t8085,Canvas Upper with Rubber Sole,R1539,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2066221/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
264,Japan s - oyster grey,Asics,Oyster grey,,Leather Upper/Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2052855/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
265,Randburg NY- grey,Replay,Grey,,Synthetic Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2163323/original.jpg,men,"UK 9, UK 10, UK 6, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
266,Randburg NY - navy,Replay,Navy,,Synthetic Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2163304/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
267,Kamikaze II - Candyland,Reebok,"Super Green, Bright Orange & Blue Bomb",Code gz8825,Synthetic Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121584/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
268,Eparktown NY - black,Replay,Black,,Synthetic Upper with Rubber sole,R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2163367/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
269,Randburg NY - mil green,Replay,Mil Green,,Synthetic Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2163334/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
270,Mirage tech - puma white-puma black,PUMA,puma white-puma black,,Mesh Upper/Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2072016/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
271,Eparktown ny (rv980019t)  - mil green,Replay,Mil Green,,Synthetic Upper with Rubber sole,R1609,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2163359/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
272,Randburg NY- black,Replay,Black,,Synthetic Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2163288/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
