,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricarion,FabricationMaterial,Fabriction,Volume,Fabircation,Suitable,Includes,Sneaker,Footwear,Base,Ingredients,Formal,Toe,Sport,Size,Qty,Care
668,Rackam vodan low ii - dk saru blue,G-Star RAW,Dk Saru Blue,Code D17994-C509-6486,Textile Upper with Synthetic Leather Overlays & Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1886088/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
669,Cadet - black,G-Star RAW,Black,Code d16796-a940-990,PU Upper,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862726/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 7, ",,,,,,,,,,,,,,,,,
670,Ua era tc (vans check) - dress blue,Vans,Dress Blue,Code VN0A4BTPXB31,Canvas Upper with Rubber sole,R519,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1872242/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, ",,,,,,,,,,,,,,,,,
671,Club c revenge - coldgrey2/coldgrey 5/black,Reebok,"Cold grey 2, Cold grey 5 & Black",Code EF3221,Leather Upper with Rubber Sole,R779,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1869816/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
672,Ultrarange exo - green sulphur,Vans,Green Sulphur,Code VN0A4U1KXU51,Canvas Upper with Synthetic Overlays & Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867285/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
673,Vans Sport - black & cadmium yellow,Vans,Black & Cadmium Yellow,Code VN0A4BU6XW21,Suede Upper with Waffle Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867250/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
674,Ultrarange exo - black,Vans,Black,Code VN0A4U1KBLK1,Canvas Upper with Synthetic Overlays & Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1867267/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
675,Reebok dmx trail sh steel/stucco/cdgry5,Reebok,"Steel, Stucco & Cdgry5",Code FV2845,Synthetic Upper with Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859050/original.jpg,men,"UK 3, UK 4, UK 6, UK 5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
676,Ua era - (mismatch) stripe/floral,Vans,Mismatch stripe/floral,Code vn0a4u39ws71,Canvas upper with Suede Overlays & Rubber sole,R519,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1865334/original.jpg,men,"UK 5, UK 3, UK 4, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
677,Court Vintage premium - white/black-total orange,Nike,White & Black-Total Orange,Code CT1726-100,Leather Upper with Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1850423/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
678,"ASICS X Springboks Gel-Lyte III ""Champions 2019""",ASICS,Green & Gold,Code 1203A055-960,Leather Upper with Rubber Sole,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862735/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
679,Mexico 66 - black/gold,Onitsuka Tiger,Black/Gold,Code D5V2L - 9094,Leather Upper with Rubber Sole,R877,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1862699/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 11, UK 12, UK 13, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
680,Reebok hiit tr - vector navy/white/reebok lee,Reebok,Vector navy/White/Reebok lee,Code FV6640,Mesh Upper with Rubber sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858709/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 8.5, UK 9.5, UK 10.5, ",,,,,,,,,,,,,,,,,
681,Cl lthr - pantone/white/none,Reebok,Electric Flash/Electric Flash/White,Code FV6358,Leather Upper with Rubber sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858793/original.jpg,men,"UK 6, UK 9, UK 11, UK 5, UK 7, UK 8, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
682,Supercourt - ftwr white/ftwr white/core black,adidas Originals,Ftwr White/ Ftwr White/ Core black,Code EE6037,Leather Upper with Rubber sole,R1044,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1858804/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 13, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
683,Chuck 70 hi - white/egret/black,Converse,White/egret/black,Code 167696c,Canvas Upper with Rubber sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859142/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
684,2490 The big flip - white,SUPERGA,White,Code S11141W-901,Canvas Upper with Rubber Sole,R519,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859202/original.jpg,men,"UK 7, UK 8, UK 9, UK 10.5, UK 5.5, UK 6, UK 6.5, UK 9.5, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
685,228 Logo boots - total navy,SUPERGA,Total Navy,Code S000E40-G24,Canvas Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859197/original.jpg,men,"UK 9, UK 9.5, UK 10, UK 6, UK 6.5, UK 7, UK 8, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,
686,RS-2K internet exploring - Puma black-aruba blue,PUMA Select,Puma black-aruba blue,Code 37330901,Mesh Upper with Suede and Leather overlays,R1429,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1856106/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
687,Team court - ftwr white/team royal blue/scarlet,adidas Originals,"Cloud White,Royal Blue & Scarlet",Code FW5068,Leather Upper with Rubber Sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855926/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
688,247 Sport - navy,New Balance,Navy,Code ms247sh3,Mesh Upper with Rubber sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1854769/original.jpg,men,"UK 11.5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
689,Era 95 dx (anaheim factory) - og black/og white/check,Vans,OG Black & OG White & Check,Code vn0a2rr1x601,Canvas upper with Waffle Sole,R584,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853840/original.jpg,men,"UK 9, UK 10, UK 12, UK 6, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
690,Ua ultrarange rapidweld (two tone) - black & red,Vans,Black & Red,Code vn0a3mvuxv81,Textile Upper with Suede Overlays & Rubber Sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853889/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
691,Authentic - mysterioso & gum,Vans,Mysterioso & Gum,Code va38emvkt,Canvas Upper with Gum Waffle Sole,R454,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848683/original.jpg,men,"UK 3, UK 8, UK 9, UK 4, UK 5, UK 6, UK 7, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
692,Old Skool 36 DX - (anaheim factory) og skulls/og black/og white,Vans,"Anaheim Factory OG Skulls, OG Black & OG White",Code vn0a38g2x7y1,Canvas Upper with Suede Overlays & Rubber sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848798/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
693,SK8-Hi reissue 138 - (National Geographic) logo,Vans,National Geographic Logo,Code vn0a3tkpxhp1,Canvas Upper with Ruuber sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848737/original.jpg,men,"UK 3, UK 4, UK 6, UK 7, UK 8, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
694,Bold ni - (plaid) red & true white,Vans,Plaid Red & True White,Code vn0a3wlpv8c1,Synthetic Upper With Ribber sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848750/original.jpg,men,"UK 4, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 5, ",,,,,,,,,,,,,,,,,
695,Feiyue fe lo 1920 classic - black,Feiyue,Black,Code FeLo 1920-blk,Canvas Upper With Rubber Sole,R549,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1849125/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
696,Feiyue fe lo 1920 classic - white,Feiyue,White,Code FeLo 1920-wht,Canvas Upper With Rubber Sole,R549,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1846351/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
697,Anvil - black/black,DC,Black/black,Code 303190-BB2,Suede Upper with Rubber sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1842716/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 9, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
698,SL Workshop - grey two / hi-res red / team royal blue,adidas Originals,Grey Two F17/Hi-res Red S18/Team Royal Blue,Code EG6780,Nylon Upper with Suede Overlays & Rubber Sole,R1689,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1810559/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
699,Classic Leather mu - black,Reebok,Black,Code EG6423,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1832567/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
700,RS-Pure motion - spectra green & fluo pink,PUMA,Spectra Green & Fluo Pink,Code 37115802,Mesh Upper with Suede Overlays & Rubber Sole,R1139,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1814800/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
701,2750 - total red dk scarlet,SUPERGA,Total red dk scarlet,Code S000010-totalreddkscarlet,Canvas Upper with Rubber Sole,R454,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1824905/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,
702,228 Cotu canvas logo boot - full green cap olive,SUPERGA,Full Green Cap Olive,Code S000E40-B63,Canvas Upper with Rubber Sole,R649,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1817113/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,
703,Instapump Fury BOOST- black / white / reebok rubber gum,Reebok,"Black, White & Reebok Rubber Gum-06",Code fu9239,Mesh Upper with Gum Sole,R1949,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809613/original.jpg,men,"UK 12, UK 5, UK 9.5, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,
704,Ultrarange EXO - red,Vans,Red,Code VN0A4U1KRED1,Mesh Upper with Synthetic Overlays & Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812923/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 12, UK 6, UK 11, ",,,,,,,,,,,,,,,,,
705,Yung-1 - core black/off white/alumina,adidas Originals,Core black/ Off white / Alumina,Code EF5342,Textile upper with suede overlays,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812664/original.jpg,men,"UK 3.5, UK 10, UK 11, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 12, ",,,,,,,,,,,,,,,,,
706,Crep protect gift tube,Crep,,,,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1806835/original.jpg,men,,,,,,,,,,,,,,,,,,
707,Crep protect eraser,Crep,,,,R199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1806828/original.jpg,men,,,,,,,,,,,,,,,,,,
708,Cadet - milk,G-Star RAW,Milk,Code D16796-A940-111,PU leather Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801810/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, ",,,,,,,,,,,,,,,,,
709,Mimemis low - mazarine blue/milk/yellow,G-Star RAW,"Mazarine Blue, Milk & Yellow",Code D16784-C249-B374,Suede & Textile Upper with Rubber Sole,R1494,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801423/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
710,Williams slim - white/black/athletic red,DC,"White, Black, Athletic Red",ADYS100539-WTK,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1786322/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
711,Superstar Laceless - ftwr white / core black,adidas Originals,Ftwr White & Core Black,Code FV3017,Leather Upper with Rubber Sole,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1781804/original.jpg,men,"UK 6, UK 9, UK 10, UK 12, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
712,Blazer mid '77 vintage - white / worn brick-sail,Nike,White/worn brick-sail,Code BQ6806-102,,R1039,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1777357/original.jpg,men,"UK 6, UK 11.5, UK 6.5, UK 8, UK 7.5, UK 9, UK 8.5, UK 10, UK 9.5, UK 11, UK 10.5, UK 12, ",,,,,,,,,,,,,,,,,
713,Mexico 66 - white/red snapper,Onitsuka Tiger,White & Red Snapper,Code 1183A201-106,Leather Upper with Suede Overlays & Rubber Sole,R844,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1745334/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
714,Azura - white / grey,Saucony Originals,White & Grey,Code S70437-5,Mesh Upper with Leather & Suede Overlays & Rubber Sole,R1079,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1756529/original.jpg,men,"UK 6, UK 10, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
715,Azura - white / black / red,Saucony Originals,"Black, Red & White",Code S70437-11,Mesh Upper with Leather & Suede Overlays & Rubber Sole,R1079,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1756483/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
716,Gel-kayano 5 360 - black,Asics Tiger,Black,Code 1021A160-001,Mesh Upper with Suede Overlays & Rubber Sole,R1250,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1756618/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
717,Superstar 50 - ftwr white,adidas Originals,Ftwr White,Code EG4960,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1749765/original.jpg,men,"UK 3.5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,
718,125ml sneaker protector,Sneaker LAB,,,,R104,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132334/original.jpg,men,,,,,125ml,,,,,,,,,,,,,
719,125ml sneaker cleaner,SneakerLAB,,,,R149,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132332/original.jpg,men,,,,,125ml,,,,,,,,,,,,,
720,Chuck 70 ox - red & white,Converse,Red & White,Code 164949C,Canvas Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1707402/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
721,Cell speed tr - puma black-galaxy blue,PUMA,Puma black-galaxy blue,Code 37182601,Textile Upper with Synthetic Overlays & Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1699944/original.jpg,men,"UK 7, UK 8, UK 9, UK 11, UK 6, UK 10, ",,,,,,,,,,,,,,,,,
722,Authentic - off white,Vans,Off White,Code VEE3WHT,Canvas Upper with Waffle Sole,R421,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1695201/original.jpg,men,"UK 10, UK 12, UK 5, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
723,Cell speed tr - puma black & jaffa orange,PUMA,Puma Black & Jaffa Orange,Code 37182602,Textile Upper with Synthetic Overlays & Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1695356/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
724,A.R. Trainer - chalk white / ftwr white,adidas Originals,Chalk White & Ftwr White,Code EE5403,Leather Upper with Rubber Sole,R959,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1681945/original.jpg,men,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
725,2750 cotu classic canvas - dk bordeaux & white,SUPERGA,Dk Bordeaux & White,Code S000010-F73,Canvas Upper with Rubber Sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1669439/original.jpg,men,"UK 2.5, UK 6.5, UK 8, UK 9, UK 10, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 7, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,
726,CL Nylon Ripple - army green / cypress/gum,Reebok,Army green/wht/cypress/gum,Code dv6764,Mesh Upper with suede overlays,R659,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1673925/original.jpg,men,"UK 8, UK 7, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
727,Dmx series 2k - black/primal red/white,Reebok,Black/primal red/white,Code dv9718,Leather Upper with Rubber Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1676913/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
728,Classic Leather Alter The Icons 3.0,Reebok,Black/true grey 4/midnight ink,Code dv8303,Leather Upper with Rubber Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1673959/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",,,,,,,,,,,,,,,,,
729,Grid web - white/grey/blue,Saucony Originals,White/grey/blue,Code 884506662975,Mesh overlays with rubber sole,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1674101/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
730,Contemporized runner - multi,Onitsuka Tiger,"Cream, White, Red & Blue",Code 1183A396-100,Suede/Synthetic Upper With Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1638756/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
731,Contemporized runner - electric blue & white,Onitsuka Tiger,"Blue, White & Orange",Code 1183A396-400,Suede & Mesh Upper With Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1626329/original.jpg,men,"UK 6, UK 9, UK 7, UK 8, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
732,Gel-lyte - blue & grey,ASICS,Blue & Grey,Code 1191A023-401,Synthetic Fiber & Synthetic Leather Upper with Rubber Sole,R1259,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1617105/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
733,Gel-kayano 5 OG - peacoat/indigo blue,ASICS,"Peacoat, Indigo Blue",Code 1191A149-400,Synthetic Fiber & Synthetic Leather Upper With Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1601583/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
734,S-astico lc logo - turkish aea,Diesel,Turkish Sea,Code Y01913-PR012-T6039,,R1329,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1599219/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,Textile Upper with Rubber Sole,,,,,,,,,,,,
735,D-velows low patch - indigo & light blue fluo,Diesel,Indigo & Light Blue Fluo,Code Y01870-P2184-H7108,Textile Upper with Rubber Sole,R1819,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1599200/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,
736,S-millenium lc - seedpearl,Diesel,Seedpearl,Code Y01841-PS237-H7130,Synthetic Upper with Rubber Sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1599179/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
737,S-millenium lc  - multi,Diesel,"Grey, Orange, Navy & Black",Code Y01841-PS237-H7129,Polyester Upper With Rubber Sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1599963/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
738,Exposure low i - indigo blue multicolour,Diesel,Indigo Blue Multicolour,Code Y00321-P2180-H3303,Textile Upper with Rubber sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1599372/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
739,Gel-lyte - rouge/glacier grey,ASICS,"Rouge, Glacier Grey",Code 1191A023-701,Synthetic Fiber & Synthetic Leather Upper with Rubber Sole,R1259,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1598129/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
740,Gel-quantum 360 4 - tarmac/steel blue,ASICS,Tarmac/steel blue,Code 1021A028023,FluidFit Upper with Rubber Sole,R1749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1598275/original.jpg,men,"UK 7, UK 6, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
741,Gel-quantum 360 knit - feather grey & black,ASICS,Feather grey & black,Code T840N024,Textile upper with rubber sole,R1679,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1598323/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
742,NITE JOGGER - silver met./lgh solid grey/core black,adidas Originals,Silver met./lgh solid grey/core black,Code EE5851,"Nylon ripstop, mesh and leather upper with Boost Sole",R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1579781/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
743,Chuck 70 hi  - multi,Converse,"Pink, Blue & White",Code 164087C,Textile Upper With Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1578943/original.jpg,men,"UK 8, UK 6, UK 7, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
744,Cl nylon colour - colour-bright rose/white,Reebok,Bright Rose & White,Code CN7444,Nylon upper with leather overlays with Rubber sole,R430,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1534406/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
745,228 Canvas logo boot - kangaroo,SUPERGA,Kangaroo,Code S000E40-KANGAROO,Canvas Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1519328/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 10.5, UK 11, UK 6.5, UK 7, ",,,,,,,,,,,,,,,,,
746,Ultrarange rapidweld - black & black,Vans,Black & Black,Code VA3MVUBKA,Mesh Upper with Suede Overlays & Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1489427/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
747,S-Astico Low Lace,Diesel,Black,Code Y01873-PR012-T8013,Canvas Upper with Rubber Sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1490838/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, UK 12, ",,,,,,,,,,,,,,,,,
748,S-Astico Low Lace - star white,Diesel,Star White,Code Y01873-PR012-T1015,Canvas Upper with Rubber Sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2010924/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
749,S-Astico Mid Lace - star white,Diesel,Star White,Code Y01874-PR012-T1015,Canvas Upper with Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2010930/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
