,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
380,Chuck taylor all star street mid - digital terrain,Converse,Light field surplus/Dark moss/White digital terrain,,Canvas Upper/Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074901/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-street-mid-light-field-surplus-dark-moss-white-digital-terrain/662534
381,Chuck taylor all star high street mid - digital terrain,Converse,Black / Limestone grey / Digital blue / Digital terrain,,Canvas Upper/Rubber Sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074939/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-high-street-mid-black-limestone-grey-digital-blue-digital-terrain/662540
382,Club c legacy - white/white/chalk,Reebok,White & Chalk,Code g55895,Leather Upper with Rubber sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2121937/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 6, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/club-c-legacy-g55895-white-white-chalk/637213
383,Chuck 70 hi - alt exploration - digi camo,Converse,Sand/brown/herbal alt exploration - digi camo,,Textile Upper/Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074422/original.jpg,men,"UK 7, UK 8, UK 10, UK 6, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-sand-brown-herbal-alt-exploration-digi-camo/662531
384,Chuck taylor all star high street mid - digital terrain,Converse,"String, Dark soba & Black digital terrain",Code 170514C,Canvas Upper with Rubber sole,714,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2184650/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-high-street-mid-string-dark-soba-black-digital-terrain/662541
385,Ny 92 - ftwr white/core black/ftwr white,adidas Originals,ftwr white/core black/ftwr white,Code FZ2251,Synthetic Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119526/original.jpg,men,"UK 12, UK 13, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ny-92-fz2251-ftwr-white-core-black-ftwr-white/636292
386,Superstar - ftwr white/hazy emerald/ftwr white,adidas Originals,ftwr white/hazy emerald/ftwr white,Code H68173,Coated Leather upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119607/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/superstar-h68173-ftwr-white-hazy-emerald-ftwr-white/636304
387,3mc - crystal white/ftwr white/hazy emerald,adidas Originals,Crystal White/Cloud White/Hazy Emerald,Code FX8505,Pigskin Suede Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118821/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/3mc-fx8505-crystal-white-ftwr-white-hazy-emerald/636267
388,Zx 2k boost pure - ftwr white/grey three/orange,adidas Originals,ftwr white/grey three/orange,Code H06568,Textile Upper with Rubber Sole,2024,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119575/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/zx-2k-boost-pure-h06568-ftwr-white-grey-three-orange/636299
389,3mc - collegiate burgundy/ftwr white/collegiate burgundy,adidas Originals,Collegiate burgundy/ftwr white/collegiate burgundy,Code FX8504,Pigskin Suede Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118812/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/3mc-fx8504-collegiate-burgundy-ftwr-white-collegiate-burgundy/636266
390,Chuck taylor all star high street mid - digital terrain,Converse,Pale Putty/White/Whte,,Canvas Upper/Rubber Sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2073922/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-high-street-mid-pale-putty-white-white-digital-terrain/662512
391,Chuck 70 tape seam hi - digital terrain - ghillie lace,Converse,black/string/digital blue digital,,"Canvas, Textile, Synthetic Upper/Rubber Sole",1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074341/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-tape-seam-hi-black-string-digital-blue-digital-terrain-ghillie-lace/662515
392,Chuck 70 hi - alt exploration,Converse,midnight navy/dark soba/magma orange alt exploration,,Canvas Upper/Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074046/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-midnight-navy-dark-soba-magma-orange-alt-exploration/662514
393,Chuck taylor all star street mid - digital terrain,Converse,Gravel / Light carbon / White digital terrain,,Textile Upper/Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074849/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 6, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-street-mid-gravel-light-carbon-white-digital-terrain/662533
394,Rovulc 50 years denim low - ecru,G-Star RAW,Ecru,Code d19245-c746-159,100% Recyced Cotton,1189,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2123576/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/rovulc-50-years-denim-low-d19245-c746-159-ecru/690592
395,Rovulc 50 years denim mid - ecru,G-Star RAW,Ecru,Code d19603-c746-159,100% Recycled Cotton,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2124671/original.jpg,men,"UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/rovulc-50-years-denim-mid-d19603-c746-159-ecru/690593
396,Calow iii - industrial grey,G-Star RAW,Industrial grey,Code d19254-c255-1816,,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2124634/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/calow-iii-d19254-c255-1816-industrial-grey/690587
397,Superstar - supplier colour/core black/ftwr white,adidas Originals,Supplier colour/core black/ftwr white,Code FZ0245,Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119484/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, ",https://superbalist.com/men/shoes/sneakers/superstar-fz0245-supplier-colour-core-black-ftwr-white/636286
398,Forum mid - white,adidas Originals,Ftwr white/ftwr white/ftwr white,Code FY4975,Leather Upper with Rubber Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118893/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/forum-mid-fy4975-ftwr-white-ftwr-white-ftwr-white/636273
399,Top ten - ftwr white/crew blue/crystal white,adidas Originals,ftwr white/crew blue/crystal white,Code FY7095,Leather Upper/Rubber Sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119011/original.jpg,men,"UK 6, UK 7, UK 9, UK 10, UK 11, UK 12, UK 8, ",https://superbalist.com/men/shoes/sneakers/top-ten-fy7095-ftwr-white-crew-blue-crystal-white/636278
400,Superstar - ftwr white/purple/gold met.,adidas Originals,Ftwr white/purple/gold met.,Code FX5529,Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118710/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/superstar-fx5529-ftwr-white-purple-gold-met/636154
401,Chuck taylor all star high street mid - digital terrain,Converse,Midnight navy/light carbon digital terrain,Code 170124C,"Mesh, Synthetic Upper/Rubber Sole",714,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2162019/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-high-street-mid-midnight-navy-light-carbon-digital-terrain/662511
402,Chuck 70 tape seam hi - digital terrain- ghillie lace,Converse,dark soba/black/hyper pink digital terrain,,"Textile, Synthetic Upper/Rubber Sole",1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074358/original.jpg,men,"UK 6, UK 7, UK 9, UK 10, UK 11, UK 8, ",https://superbalist.com/men/shoes/sneakers/chuck-70-tape-seam-hi-dark-soba-black-hyper-pink-digital-terrain-ghillie-lace/662516
403,Chuck taylor all star street mid - seasonal color,Converse,light carbon/black/white seasonal color,,Textile Upper/Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074725/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-street-mid-light-carbon-black-white-seasonal-color/662529
404,Chuck 70 ox - alt exploration - digi camo,Converse,Mouse/black/string alt exploration,,Textile Upper/Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074827/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/chuck-70-ox-mouse-black-string-alt-exploration-digi-camo/662532
405,Chuck taylor all star high street mid - wordmark,Converse,Black/University red/white wordmark,,Canvas Upper,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2073509/original.jpg,men,"UK 8, UK 9, UK 11, UK 6, UK 7, UK 10, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-high-street-mid-black-university-red-white-wordmark/662508
406,Gel-lyte iii og - white/classic red,ASICS,White/classic red,Code 1203A114-101,,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095441/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, UK 12, ",https://superbalist.com/men/shoes/sneakers/gel-lyte-iii-og-white-classic-red/673252
407,Chuck taylor all star hi - digital terrain,Converse,black/ash stone/digital blue digital terrain,,Canvas Upper/Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074586/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-hi-black-ash-stone-digital-blue-digital-terrain/662526
408,Chuck taylor all star street mid - seasonal color,Converse,dark soba/black/white seasonal color,,Textile Upper/Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074699/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-street-mid-dark-soba-black-white-seasonal-color/662528
409,Chuck taylor all star street mid - digital terrain,Converse,Midnight navy / Dark soba / White digital terrain,,Canvas Upper/Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074890/original.jpg,men,"UK 6, UK 8, UK 9, UK 7, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-street-mid-midnight-navy-dark-soba-white-digital-terrain/662535
410,Ny 92 - ftwr white/scarlet/ftwr white,adidas Originals,ftwr white/scarlet/ftwr white,Code FZ2250,Synthetic Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119516/original.jpg,men,"UK 6, UK 9, UK 10, UK 11, UK 12, UK 7, UK 8, UK 13, ",https://superbalist.com/men/shoes/sneakers/ny-92-fz2250-ftwr-white-scarlet-ftwr-white/636291
411,Chuck 70 hi - alt exploration - digi camo,Converse,green glow/midnight navy/sea salt blue,,Textile Upper/Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074802/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-green-glow-midnight-navy-sea-salt-blue-alt-exploration-digi-camo/662530
412,Ozweego - core black/crew navy/frozen yellow,adidas Originals,core black/crew navy/frozen yellow,Code FX6057,Knit upper with TPU overlays & Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118754/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/ozweego-fx6057-core-black-crew-navy-frozen-yellow/636260
413,Continental 80 - ftwr white/off white/green,adidas Originals,Ftwr white/off white/green,Code FY5468,Synthetic Upper with Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119993/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/continental-80-fy5468-ftwr-white-off-white-green/636201
414,ZX 1000 c - supplier colour/ftwr white/off white,adidas Originals,"Supplier Colour, ftwr White & Off White",Code fy7325,Suede Upper with Rubber sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2120014/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/zx-1000-c-fy7325-supplier-colour-ftwr-white-off-white/636213
415,4D Fusio - chalk white/core black/light purple,adidas Originals,"Chalk White, Core Black & Light Purple",Code fz3894,Textile Upper with Rubber sole,3749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119987/original.jpg,men,"UK 9.5, UK 10.5, UK 11.5, UK 8.5, ",https://superbalist.com/men/shoes/sneakers/4d-fusio-fz3894-chalk-white-core-black-light-purple/636240
416,Superstar - ftwr white/blue/gold met.,adidas Originals,ftwr white/blue/gold met,Code FX5526,Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2119894/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/superstar-fx5526-ftwr-white-blue-gold-met/636153
417,Continental 80 - core black/team solar green/ftwr white,adidas Originals,Core black/team solar green/ftwr white,Code FX5108,Leather Upper & Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118692/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/continental-80-fx5108-core-black-team-solar-green-ftwr-white/636256
418,Superstar - ftwr white/crew blue/ftwr white,adidas Originals,Cloud White/Crew Blue/Cloud White,Code FX5532,Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118721/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/superstar-fx5532-ftwr-white-crew-blue-ftwr-white/636258
419,Superstar futureshell - ftwr white/core black/bright blue,adidas Originals,ftwr white/core black/bright blue,Code FX5551,Textile Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118738/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/superstar-futureshell-fx5551-ftwr-white-core-black-bright-blue/636259
420,Superstar futureshell - ftwr white/semi solar red/bright blue,adidas Originals,ftwr white/semi solar red/bright blue,Code FX5544,Textile Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2118732/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/superstar-futureshell-fx5544-ftwr-white-semi-solar-red-bright-blue/636158
421,720 - team red,New Balance,Team Red,Code UL720SP1,Mesh Upper with Suede & Nylon Overlays with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2116971/original.jpg,men,"UK 7, UK 9, UK 6, UK 8, UK 10, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/720-team-red-985-ul720sp1/689803
422,Stan Smith - white/grey,adidas Originals,Ftwr white/grey three/light grey,Code FX5523,Symthetic Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2048488/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 13, ",https://superbalist.com/men/shoes/sneakers/stan-smith-fx5523-ftwr-white-grey-three-light-grey/635966
423,Air Max 2090 EOI - summit white/racer blue-black,Nike,summit white/racer blue-black,Code DA9357-100,Faux Suede & Faux Leather Upper with Rubber Sole,1819,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2114303/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/air-max-2090-eoi-da9357-100-summit-white-racer-blue-black/624564
424,Puma R78 Future - peacoat-puma white-puma white,PUMA,peacoat-puma white-puma white,Code 374895 04,Canvas & Faux Leather Upper with Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2114527/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/puma-r78-future-374895-04-peacoat-puma-white-puma-white/689435
425,UA old skool - (suede/canvas) black & true white,Vans,Black & True White,Code VN0A3WKT5WU1,Canvas Upper with Suede Overlays & Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2114374/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-old-skool-suede-canvas-black-black-true-white/669553
426,Grand Court  - white/core black,adidas Performance,white/core black/orb grey,,"Leather, Textile Upper/Rubber Sole",1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2111946/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/grand-court-se-ftwwht-cblack-orbgry/706763
427,Classic Leather - trace grey/goldmt/white,Reebok,trgry1/goldmt/white,Code FY9401,Leather Upper with Rubber Sole,1189,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112860/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 7, ",https://superbalist.com/men/shoes/sneakers/classic-leather-fy9401-trace-grey-goldmt-white/706777
428,ZX 2K boost pure  -  white/brown/cardboard,adidas Originals,white/brown/cardboard,,"Textile, Synthetic Upper/Rubber Sole",2024,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112282/original.jpg,men,"UK 6, UK 9, UK 10, UK 7, UK 8, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/zx-2k-boost-pure-g57962-ftwwht-cbrown-cardbo/706780
429,Club C 85 mu - white/scarlet,Reebok,white/scarlet/phantom blue,Code EF8841,Leather Upper with Rubber Sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112343/original.jpg,men,"UK 6, UK 9, UK 7, UK 8, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/club-c-85-mu-ef8841-white-scarlet/706748
430,Instapump Fury OG - night black/yellow flare/vector red,Reebok,night black/yellow flare/vector red,,Textile Upper/Rubber Sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112766/original.jpg,men,"UK 6, UK 8, UK 9, UK 11, UK 7, UK 10, ",https://superbalist.com/men/shoes/sneakers/instapump-fury-og-fy0988-night-black-yellow-flare-vector-red/637025
431,Stan Smith - off white/ftwr white/clear brown,adidas Originals,off white/ftwr white/clear brown,,Synthetic Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112141/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/stan-smith-fx5574-off-white-ftwr-white-clear-brown/636159
432,Stan Smith - ftwr white/grey four/core black,adidas Originals,ftwr white/grey four/core black,,Synthetic Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2112217/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/stan-smith-fx5575-ftwr-white-grey-four-core-black/636160
433,Chuck taylor all star cx hi - digital terrain- pull tabs,Converse,String/hyper pink/black digital,,Canvas Upper/Rubber Sole,1699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2074137/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-cx-hi-string-hyper-pink-black-digital-terrain-pull-tabs/662637
434,Manual - white,DC,White,Code ADYS300591-103,Textile Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107306/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 14, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-103-white/690610
435,Manual - black/gum,DC,Black/Gum,Code ADYS300591-BGM,Textile Upper with Rubber Sole,699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107257/original.jpg,men,"UK 7, UK 8, UK 9, UK 6, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-bgm-black-gum/690612
436,Trase tx - black/white,DC,Black/White,Code ADYS300126-BKW,Textile Upper with Rubber Sole,799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107403/original.jpg,men,"UK 6, UK 8, UK 9, UK 7, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/trase-tx-adys300126-bkw-black-white/690622
437,Shoot moritz - black & grey,Replay,Black,,Mesh Upper with Suede overlays,1854,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108998/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/shoot-moritz-blk-ch-grey-wht/704362
438,R-81 m drum pro wave - navy mil green,Replay,Navy mil green,,Mesh Upper wirh Suede overlays,1784,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108977/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/r-81-m-drum-pro-wave-navy-mil-green/704367
439,Pinch iron -green grey,Replay,Green & Grey,,Faux Suede Upper with Rubber sole,1609,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108948/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/pinch-iron-mil-green-grey/704378
440,Manual - grey/gum,DC,Grey/Gum,Code ADYS300591-2GG,Textile Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107327/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-2gg-grey-gum/690611
441,Manual - cool grey,DC,Cool Grey,Code ADYS300591-CO5,Textile Upper with Rubber Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107224/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-co5-cool-grey/690614
442,Manual - red,DC,Red,Code ADYS300591-RED,Textile Upper with Rubber Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107251/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-red-red/690616
443,Manual - Coffee Yarn,DC,Tan,Code ADYS300591-TA1,Textile Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107241/original.jpg,men,"UK 7, UK 9, UK 10, UK 11, UK 6, UK 8, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-ta1-tan-coffee-yarn/690617
444,R-81 m drum pro wave - black red,Replay,Black Red,,Synthetic upper with Suede overlays & Rubber sole,1784,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2109018/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/r-81-m-drum-pro-wave-black-red/704368
445,Room baskin - khaki,Replay,Khaki,,Textile Upper with Rubber sole,1784,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108875/original.jpg,men,"UK 8, UK 10, UK 11, UK 6, UK 7, UK 9, ",https://superbalist.com/men/shoes/sneakers/room-baskin-mil-grn-black/704372
446,Pinch iron - black & grey,Replay,Black,,Faux Suede Upper with Rubber sole,1609,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108909/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/pinch-iron-black-grey/704377
447,Manual - black/white,DC,Black/White,Code ADYS300591-BKW,Textile Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107293/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 14, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-bkw-black-white/690613
448,Tonik tx se - Coffee Yarn,DC,Brown/DK Olive,Code ADYS300662-BO5,Textile Upper with Rubber Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107494/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/tonik-tx-se-adys300662-bo5-brown-dk-olive-coffee-yarn/690618
449,Nike sb heritage vulc - summit white/navy-white-gum light brown,Nike,summit white/navy-white-gum light brown,,Suede Upper/Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2182229/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/nike-sb-heritage-vulc-cd5010-102-summit-white-navy-white-gum-light-brown/624544
