,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
719,Superstar 50 - ftwr white,adidas Originals,Ftwr White,Code EG4960,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1749765/original.jpg,men,"UK 3.5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, ",https://superbalist.com/men/shoes/sneakers/superstar-50-eg4960-ftwr-white-ftwr-white-ftwr-white/528288
720,Superstar 50 - ftwr white,adidas Originals,Ftwr White,Code EG4960,Leather Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1749765/original.jpg,men,"UK 3.5, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, ",https://superbalist.com/men/shoes/sneakers/superstar-50-eg4960-ftwr-white-ftwr-white-ftwr-white/528288
721,125ml sneaker protector,Sneaker LAB,,,,104,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2132334/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-sneaker-cleaner-125ml-sneaker-protector/554201
722,125ml sneaker cleaner,Sneaker LAB,,,,149,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2132332/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-sneaker-cleaner-125ml-sneaker-cleaner/554200
723,Chuck 70 ox - red & white,Converse,Red & White,Code 164949C,Canvas Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1707402/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/chuck-70-ox-164949c-enamel-red-egret-black/502327
724,Cell speed tr - puma black-galaxy blue,PUMA,Puma black-galaxy blue,Code 37182601,Textile Upper with Synthetic Overlays & Rubber Sole,1189,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1699944/original.jpg,men,"UK 7, UK 8, UK 9, UK 11, UK 6, UK 10, ",https://superbalist.com/men/shoes/sneakers/cell-speed-tr-37182601-puma-black-galaxy-blue/549410
725,Authentic - off white,Vans,Off White,Code VEE3WHT,Canvas Upper with Waffle Sole,421,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1695201/original.jpg,men,"UK 10, UK 12, UK 5, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/vans-authentic-off-white/552990
726,Cell speed tr - puma black & jaffa orange,PUMA,Puma Black & Jaffa Orange,Code 37182602,Textile Upper with Synthetic Overlays & Rubber Sole,1189,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1695356/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/cell-speed-tr-37182602-puma-black-jaffa-orange/549411
727,A.R. Trainer - chalk white / ftwr white,adidas Originals,Chalk White & Ftwr White,Code EE5403,Leather Upper with Rubber Sole,959,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1681945/original.jpg,men,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/adidas-originals-a-r-trainer-ee5403-chalk-white-ftwr-white/497024
728,2750 cotu classic canvas - dk bordeaux & white,SUPERGA,Dk Bordeaux & White,Code S000010-F73,Canvas Upper with Rubber Sole,699,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1669439/original.jpg,men,"UK 2.5, UK 6.5, UK 8, UK 9, UK 10, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 7, UK 10.5, UK 11, ",https://superbalist.com/men/shoes/sneakers/2750-cotu-classic-canvas-s000010-f73-dk-bordeaux-white/516636
729,CL Nylon Ripple - army green / cypress/gum,Reebok,Army green/wht/cypress/gum,Code dv6764,Mesh Upper with suede overlays,659,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1673925/original.jpg,men,"UK 8, UK 7, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/cl-nylon-ripple-mu-dv6764-armygreen-wht-cypress-gum/509767
730,Dmx series 2k - black/primal red/white,Reebok,Black/primal red/white,Code dv9718,Leather Upper with Rubber Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1676913/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/dmx-series-2k-dv9718-black-primal-red-white/509852
731,Classic Leather Alter The Icons 3.0,Reebok,Black/true grey 4/midnight ink,Code dv8303,Leather Upper with Rubber Sole,839,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1673959/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/cl-leather-ati-3-0-dv8303-black-true-grey-4-midnight-ink/509759
732,Grid web - white/grey/blue,Saucony Originals,White/grey/blue,Code 884506662975,Mesh overlays with rubber sole,2099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1674101/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/grid-web-white-grey-blue/542490
733,Contemporized runner - multi,Onitsuka Tiger,"Cream, White, Red & Blue",Code 1183A396-100,Suede/Synthetic Upper With Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1638756/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/contemporized-runner-cream-imperial/495264
734,Contemporized runner - electric blue & white,Onitsuka Tiger,"Blue, White & Orange",Code 1183A396-400,Suede & Mesh Upper With Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1626329/original.jpg,men,"UK 6, UK 9, UK 7, UK 8, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/contemporized-runner-electric-blue-white/495263
735,Gel-lyte - blue & grey,ASICS,Blue & Grey,Code 1191A023-401,Synthetic Fiber & Synthetic Leather Upper with Rubber Sole,1259,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1617105/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-lyte-1191a023401-teal-blue-glacier-grey/173841
736,Gel-kayano 5 OG - peacoat/indigo blue,ASICS,"Peacoat, Indigo Blue",Code 1191A149-400,Synthetic Fiber & Synthetic Leather Upper With Rubber Sole,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1601583/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-kayano-5-og-1191a149-peacoat/173829
737,S-astico lc logo - turkish aea,Diesel,Turkish Sea,Code Y01913-PR012-T6039,,1329,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1599219/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/s-astico-lc-logo-y01913-pr012-t6039-turkish-sea/200287
738,D-velows low patch - indigo & light blue fluo,Diesel,Indigo & Light Blue Fluo,Code Y01870-P2184-H7108,Textile Upper with Rubber Sole,1819,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1599200/original.jpg,men,"UK 9, UK 10, UK 11, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/d-velows-low-patch-y01870-p2184-h7108-indigo-light-blue-fluo/200299
739,S-millenium lc - seedpearl,Diesel,Seedpearl,Code Y01841-PS237-H7130,Synthetic Upper with Rubber Sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1599179/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/s-millenium-lc-y01841-ps237-h7130-seedpearl/200308
740,S-millenium lc  - multi,Diesel,"Grey, Orange, Navy & Black",Code Y01841-PS237-H7129,Polyester Upper With Rubber Sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1599963/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/s-millenium-lc-y01841-ps237-h7129-rock-ridge-midnight/200307
741,Exposure low i - indigo blue multicolour,Diesel,Indigo Blue Multicolour,Code Y00321-P2180-H3303,Textile Upper with Rubber sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1599372/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/exposure-low-i-y00321-p2180-h3303-indigo-blue-multicolour/200295
742,Gel-lyte - rouge/glacier grey,ASICS,"Rouge, Glacier Grey",Code 1191A023-701,Synthetic Fiber & Synthetic Leather Upper with Rubber Sole,1259,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1598129/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-lyte-1191a023701-rogue-glacier-grey/173840
743,Gel-quantum 360 4 - tarmac/steel blue,ASICS,Tarmac/steel blue,Code 1021A028023,FluidFit Upper with Rubber Sole,1749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1598275/original.jpg,men,"UK 7, UK 6, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-quantum-360-4-1021a028023-tarmac-steel-blue/173832
744,Gel-quantum 360 knit - feather grey & black,ASICS,Feather grey & black,Code T840N024,Textile upper with rubber sole,1679,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1598323/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/gel-quantum-360-knit-t840n024-feather-grey-black/173831
745,NITE JOGGER - silver met./lgh solid grey/core black,adidas Originals,Silver met./lgh solid grey/core black,Code EE5851,"Nylon ripstop, mesh and leather upper with Boost Sole",1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1579781/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/nite-jogger-ee5851-silver-met-lgh-solid-grey-core-black/476679
746,Chuck 70 hi  - multi,Converse,"Pink, Blue & White",Code 164087C,Textile Upper With Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1578943/original.jpg,men,"UK 8, UK 6, UK 7, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-racer-pink-gnarly-blue-white/213807
747,Cl nylon colour - colour-bright rose/white,Reebok,Bright Rose & White,Code CN7444,Nylon upper with leather overlays with Rubber sole,430,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1534406/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/cl-nylon-color-color-bright-rose-white/506743
748,228 Canvas logo boot - kangaroo,SUPERGA,Kangaroo,Code S000E40-KANGAROO,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1519328/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 10.5, UK 11, UK 6.5, UK 7, ",https://superbalist.com/men/shoes/sneakers/228-canvas-logo-boot-kangaroo/209700
749,Ultrarange rapidweld - black & black,Vans,Black & Black,Code VA3MVUBKA,Mesh Upper with Suede Overlays & Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1489427/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/ultrarange-rapidweld-va3mvubka-black-black/187845
750,S-Astico Low Lace,Diesel,Black,Code Y01873-PR012-T8013,Canvas Upper with Rubber Sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1490838/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, UK 12, ",https://superbalist.com/men/shoes/sneakers/s-astico-low-lace-y01873-pr012-t8013-black/172463
751,S-Astico Low Lace - star white,Diesel,Star White,Code Y01873-PR012-T1015,Canvas Upper with Rubber Sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2010924/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/s-astico-low-lace-y01873-pr012-t1015-star-white/172462
752,S-Astico Mid Lace - star white,Diesel,Star White,Code Y01874-PR012-T1015,Canvas Upper with Rubber Sole,1899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2010930/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/s-astico-mid-lace-y01874-pr012-t1015-star-white/172466
753,Continental 80 - black/scarlet/collegiate navy,adidas Originals,Black/Scarlet/Collegiate Navy,Code G27707,Leather Upper with Rubber Sole,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1466785/original.jpg,men,"UK 11, UK 12, UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/continental-80-g27707-black-scarlet-collegiate-navy/174618
754,Chuck 70 - hi - white/garnet/egret,Converse,White/Garnet/Egret,Code 162056C,Canvas Upper with Rubber sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1443488/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-70-hi-162056c-canvas-white-garnet-egret/160715
755,Chuck 70 - ox canvas - white/garnet/egret,Converse,White/Garnet/Egret,Code 162065C,Canvas Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1443484/original.jpg,men,"UK 3, UK 6, UK 10, UK 11, UK 4, UK 5, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/chuck-70-ox-canvas-162065c-white-garnet-egret/160717
756,Premium Kit,Sneaker LAB,,,,249,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2132351/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-premium-kit-pk-4-pack-sc-sp-op-brush/196284
757,Leather Care,Sneaker LAB,,,,89,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/712209/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-leather-care-lc-single/196281
758,Odor Protector,Sneaker LAB,,,,89,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/1926177/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/sneaker-lab-odor-protector-op-single/196280
759,Chuck Taylor All Star '70 Hi,Converse,Parchment,Code 162053C,Canvas Upper with Rubber Sole,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/678681/original.jpg,men,"UK 3, UK 4, UK 7, UK 8, UK 10, UK 5, UK 6, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-70-hi-162053c-parchment/143601
760,Chuck Taylor All Star '70 Ox Low,Converse,Parchment,Code 162062C,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/678701/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-70-ox-low-162062c-parchment/143600
761,Chuck Taylor All Star '70 Ox Low,Converse,Black,Code 162058C,Canvas Upper with Rubber Sole,999,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/678694/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 10, UK 11, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-70-ox-low-162058c-black/143602
762,California 78 ex,Onitsuka Tiger,,,,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/628397/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/california-78-ex-cream-classic-blue/133950
763,Mexico 66,Onitsuka Tiger,,,,779,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/621475/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, UK 11, ",https://superbalist.com/men/shoes/sneakers/onitsuka-tiger-mexico-66-d4j2l-9090-black/131182
764,Sk8-Mid Reissue,Vans,,,,629,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/605074/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/sk8-mid-reissue-black-true-white/130351
765,Rovulc HB low,G-Star RAW,Black,,Textile Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/580182/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/rovulc-hb-low-black/125206
766,Club C 85 Foundation,Reebok,,,,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/551833/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/reebok-club-c-85-foundation-ar0459-white-royal-gum/131336
767,Rovulc HB low,G-Star RAW,Navy,,Canvas Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/573821/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, UK 12, ",https://superbalist.com/men/shoes/sneakers/rovulc-hb-low-navy/125205
768,Rovulc HB mid,G-Star RAW,White,,Canvas Upper with Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/573870/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/rovulc-hb-mid-white/125209
769,Vans Era,Vans,,,,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/564851/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/vans-era-navy-white/129086
770,Crep Protect Cure Refill,Crep,,,,199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/564533/original.jpg,men,,https://superbalist.com/men/shoes/sneakers/crep-protect-cure-refill/127576
771,Rovulc HB low,G-Star RAW,White,,Canvas Upper with Rubber Sole,909,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/524710/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 6.5, UK 7, UK 8, UK 9.5, ",https://superbalist.com/men/shoes/sneakers/rovulc-hb-low-white/117133
772,Club Classic Leather Foundation,Reebok,Internation White / Light Grey,Code 2214,Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/522844/original.jpg,men,"UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/reebok-club-classic-leather-foundation-2214-int-white-lt-grey/108163
773,Reebok Club Classic Leather Foundation,Reebok,,,,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/520393/original.jpg,men,"UK 13, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/reebok-club-classic-leather-foundation-49800-int-black-gum/108162
774,Vans Classic Slip-On,Vans,,,,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/520238/original.jpg,women,"UK 3, UK 7, UK 8, UK 9, UK 4, UK 5, UK 6, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/women/shoes/sneakers/vans-classic-slip-on-black-black/115481
775,Classic Slip On,Vans,White / White,Code VN000EYEW00,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/516830/original.jpg,women,"UK 3, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 4, UK 5, UK 12, ",https://superbalist.com/women/shoes/sneakers/vans-classic-slip-on-white-white/115482
776,Club C 85 Foundation,Reebok,,,,1099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/513165/original.jpg,men,"UK 13, UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/reebok-club-c-85-foundation-ar0456-int-white-green/108154
